SCHEMA;TABLE_TYPE;TABLE_NAME;COLUMN_NAME
DWH_DV;HUB;VAE_TEMPLATE_H;VAET_SK
DWH_DV;HUB;VAE_TEMPLATE_H;VAET_BK
DWH_DV;SAT;VAE_TEMPLATE_L;VAET_SK
DWH_DV;SAT;VAE_TEMPLATE_L;VAET_PRD_SK
DWH_DV;SAT;VAE_TEMPLATE_L;VAET_PAR_PRD_SK
DWH_DV;SAT;VAE_TEMPLATE_L;VAET_CLMKM_SK
DWH_DV;SAT;VAE_TEMPLATE_L;VAET_RETP_SK
DWH_DV;SAT;VAE_TEMPLATE_S_MAIN;VAET_SK
DWH_DV;SAT;VAE_TEMPLATE_S_MAIN;VAET_EMAIL_SUBJECT
DWH_DV;SAT;VAE_TEMPLATE_S_MAIN;VAET_STATUS
DWH_DV;SAT;VAE_TEMPLATE_S_MAIN;VAET_NAME
DWH_DV;SAT;VAE_TEMPLATE_S_MAIN;VAET_DESC
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_SK
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_VAULT_DOCUMENT_ID
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_VAULT_INSTANCE_ID
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_ANY_PRODUCT_FRAGMENT
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_ALLOWS_DOCUMENTS
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_ALLOWED_DOCUMENT_IDS
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_DOCUMENT_HOST_URL
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_DOCUMENT_ID
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_DOMAIN
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_FROM_ADDRESS
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_FROM_NAME
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_REPLYTO_ADDRESS
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_EMAIL_REPLYTO_NAME
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_LANGUAGE
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_OTHER_DOCUMENT_ID_LIST
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_PI_DOCUMENT_ID
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_SRC_UPDATE_BY
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_SRC_CREATE_BY
DWH_DV;SAT;VAE_TEMPLATE_S_TAIL;VAET_OWNERID
